id,product_name,category,price_clp,rating,store_name,sku
1053,Bravia A95,tv,1552000,4.3,Falabella,SONTV01053
1054,Apple 2024 4,smartwatch,181000,3.4,La Polar,APPSM01054
1055,GoPro Alpha 79,camara,303000,2.9,Falabella,GOPCA01055
1056,Tecno Spark 10,celular,798000,4.8,ABCDigital,TECCE01056
1057,Polar Pro 49,smartwatch,159000,3.8,PC Factory,POLSM01057
1058,Mabe Pro 42,electrohogar,1200000,4.8,SóloParaTi,MABEL01058
1059,Summit E16,laptop,1175000,4.1,ABCDigital,MSILA01059
1060,GoPro Alpha 79,camara,163000,2.9,La Polar,GOPCA01060
1061,Apple Pro 43,smartwatch,260000,3.0,Ripley,APPSM01061
1062,Polaroid Alpha 91,camara,1013000,2.8,La Polar,POLCA01062
1063,Envy x360,laptop,1612000,2.6,MercadoLibre Chile,HPLA01063
1064,Surface Laptop Studio,laptop,217000,4.4,Ripley,MICLA01064
1065,Sony HERO 76,camara,1181000,4.5,Paris.cl,SONCA01065
1066,Whirlpool Deluxe 75,electrohogar,1093000,4.8,Paris.cl,WHIEL01066
1067,KitchenAid Plus 21,electrohogar,527000,4.8,Falabella,KITEL01067
1068,iPhone SE,celular,494000,4.4,Falabella,APPCE01068
1069,Realme C55,celular,437000,3.9,PC Factory,REACE01069
1070,ThinkPad X1,laptop,1421000,4.5,La Polar,LENLA01070
1071,Kodak Alpha 66,camara,1269000,4.9,Hites,KODCA01071
1072,Fly TWS,audio,236000,3.4,SóloParaTi,HARAU01072
1073,Realme 11 62,tablet,643000,4.2,SóloParaTi,REATA01073
1074,Moto G54,celular,666000,4.1,Paris,MOTCE01074
1075,U8H,tv,860000,3.0,OutletCL,HISTV01075
1076,Vivo T2,celular,851000,4.5,La Polar,VIVCE01076
1077,KitchenAid Pro 72,electrohogar,539000,3.1,Falabella,KITEL01077
1078,Canon HERO 46,camara,1847000,3.4,Paris.cl,CANCA01078
1079,Realme 10 79,tablet,286000,3.5,Falabella,REATA01079
1080,GoPro Alpha 42,camara,605000,3.6,OutletCL,GOPCA01080
1081,EliteBook,laptop,527000,3.4,TiendaElectro,HPLA01081
1082,Insta360 HERO 96,camara,664000,4.2,SóloParaTi,INSCA01082
1083,Black+Decker Pro 27,electrohogar,129000,2.6,OutletCL,BLAEL01083
1084,TUF Gaming,laptop,330000,3.3,Paris,ASULA01084
1085,Apple Watch 46,smartwatch,270000,3.8,Ripley,APPSM01085
1086,UHD 4K,tv,1366000,4.3,Falabella,LGTV01086
1087,C350,tv,693000,4.7,La Polar,TOSTV01087
1088,Huawei Watch 26,smartwatch,385000,3.6,TiendaElectro,HUASM01088
1089,Tecno Spark 10,celular,507000,2.5,SóloParaTi,TECCE01089
1090,Samsung Lite 43,smartwatch,84000,2.7,Falabella,SAMSM01090
1091,Fossil 2024 3,smartwatch,319000,4.8,OutletCL,FOSSM01091
1092,Canon HERO 94,camara,832000,3.4,Ripley,CANCA01092
1093,Polaroid Alpha 78,camara,698000,4.5,OutletCL,POLCA01093
1094,Vivo Y36,celular,823000,4.5,Paris,VIVCE01094
1095,WH-CH720N,audio,54000,2.6,Falabella,SONAU01095
1096,LG Smart 35,electrohogar,282000,4.2,TiendaElectro,LGEL01096
1097,MateBook 14,laptop,564000,2.7,SóloParaTi,HUALA01097
1098,Surface Laptop 5,laptop,254000,3.6,Ripley,MICLA01098
1099,Soundcore Space,audio,68000,2.8,Falabella,ANKAU01099
1100,Samsung 10 87,tablet,393000,4.3,SóloParaTi,SAMTA01100
1101,Crystal UHD,tv,371000,2.6,Falabella,SAMTV01101
1102,iPhone 15 Pro Max,celular,737000,3.8,SóloParaTi,APPCE01102
1103,Kodak Lumix 8,camara,774000,4.8,Falabella,KODCA01103
1104,Polaroid Alpha 81,camara,1841000,3.0,PC Factory,POLCA01104
1105,Black+Decker Smart 7,electrohogar,952000,4.0,Ripley,BLAEL01105
1106,Gaming TV,tv,229000,2.6,PC Factory,AOCTV01106
1107,Oster Plus 4,electrohogar,949000,3.9,Ripley,OSTEL01107
1108,Philips Pro 64,electrohogar,579000,4.6,Hites,PHIEL01108
1109,OnePlus Nord 3,celular,876000,4.1,Ripley,ONECE01109
1110,Hesh Evo,audio,267000,4.8,TiendaElectro,SKUAU01110
1111,GoPro HERO 87,camara,469000,3.4,MercadoLibre Chile,GOPCA01111
1112,GoPro Alpha 20,camara,1449000,3.3,Hites,GOPCA01112
1113,Galaxy Book2 Pro,laptop,885000,3.9,PC Factory,SAMLA01113
1114,Tecno Pova 5,celular,503000,4.3,Paris.cl,TECCE01114
1115,Victus Gaming,laptop,2473000,2.7,ABCDigital,HPLA01115
1116,Whirlpool 2024 27,electrohogar,84000,4.8,MercadoLibre Chile,WHIEL01116
1117,Xiaomi 11 11,tablet,603000,2.8,ABCDigital,XIATA01117
1118,Garmin Watch 63,smartwatch,381000,2.7,Paris,GARSM01118
1119,OLED S95,tv,1550000,3.4,Paris,SAMTV01119
1120,Hesh Evo,audio,145000,3.7,Paris,SKUAU01120
1121,ZenBook 14,laptop,1515000,2.7,PC Factory,ASULA01121
1122,GoPro HERO 23,camara,1434000,4.1,La Polar,GOPCA01122
1123,Canon Coolpix 19,camara,1871000,3.6,Ripley,CANCA01123
1124,QNED 80,tv,701000,4.0,PC Factory,LGTV01124
1125,Hamilton Beach Deluxe 35,electrohogar,1184000,3.9,Paris,HAMEL01125
1126,Realme Lite 47,tablet,604000,3.6,OutletCL,REATA01126
1127,Samsung Watch 45,smartwatch,107000,4.3,Paris.cl,SAMSM01127
1128,Crusher Evo,audio,29000,3.3,Ripley,SKUAU01128
1129,Crosshair 17,laptop,478000,4.4,ABCDigital,MSILA01129
1130,Sony Coolpix 54,camara,1356000,3.3,SóloParaTi,SONCA01130
1131,Aspire 5,laptop,720000,3.9,Hites,ACELA01131
1132,Galaxy Book3,laptop,1667000,4.1,Ripley,SAMLA01132
1133,Fitbit Watch 22,smartwatch,159000,2.7,Paris.cl,FITSM01133
1134,Xiaomi 11 91,tablet,555000,4.6,SóloParaTi,XIATA01134
1135,Xiaomi Pad 53,tablet,676000,3.2,SóloParaTi,XIATA01135
1136,Tecno Camon 20,celular,906000,4.7,TiendaElectro,TECCE01136
1137,Nikon EOS 13,camara,348000,2.8,PC Factory,NIKCA01137
1138,Whirlpool Deluxe 17,electrohogar,39000,4.8,OutletCL,WHIEL01138
1139,Garmin 2024 64,smartwatch,338000,2.7,Paris.cl,GARSM01139
1140,Lenovo Tab 24,tablet,253000,4.5,Paris,LENTA01140
1141,ATH-S220,audio,25000,4.7,Falabella,AUDAU01141
1142,LG 2024 25,electrohogar,481000,3.7,MercadoLibre Chile,LGEL01142
1143,Amazon 11 46,tablet,532000,4.2,OutletCL,AMATA01143
1144,OLED 808,tv,495000,3.1,La Polar,PHITV01144
1145,Alcatel Lite 66,tablet,157000,3.0,Paris.cl,ALCTA01145
1146,Fujifilm EOS 44,camara,1600000,3.0,TiendaElectro,FUJCA01146
1147,U7H,tv,1899000,4.0,SóloParaTi,HISTV01147
1148,Mabe Deluxe 99,electrohogar,1110000,3.5,La Polar,MABEL01148
1149,Moto G84,celular,726000,3.0,Falabella,MOTCE01149
1150,Sony Alpha 94,camara,611000,3.4,ABCDigital,SONCA01150
1151,Tune 760NC,audio,254000,4.5,Hites,JBLAU01151
1152,Garmin Active 10,smartwatch,437000,3.5,Paris.cl,GARSM01152
1153,Pixel 7,celular,792000,4.3,La Polar,GOOCE01153
1154,Xiaomi 2024 82,smartwatch,446000,4.0,Paris,XIASM01154
1155,Canon EOS 88,camara,1032000,3.6,Ripley,CANCA01155
1156,Prestige 14,laptop,1109000,2.6,Falabella,MSILA01156
1157,Olympus Alpha 9,camara,1158000,3.8,ABCDigital,OLYCA01157
1158,Moto E40,celular,1091000,4.1,Falabella,MOTCE01158
1159,4K TX-65,tv,918000,2.8,ABCDigital,PANTV01159
1160,Suunto 2024 22,smartwatch,103000,4.0,OutletCL,SUUSM01160
1161,A78,celular,761000,3.5,Hites,OPPCE01161
1162,Fujifilm Alpha 19,camara,518000,4.3,MercadoLibre Chile,FUJCA01162
1163,Yoga 7i,laptop,512000,2.6,OutletCL,LENLA01163
1164,The One,tv,1440000,4.6,ABCDigital,PHITV01164
1165,Crystal UHD,tv,1008000,3.1,OutletCL,SAMTV01165
1166,Surface Pro 9,laptop,1118000,3.7,SóloParaTi,MICLA01166
1167,Samsung Lite 56,smartwatch,189000,3.2,TiendaElectro,SAMSM01167
1168,Pixel 8 Pro,celular,512000,3.3,Paris,GOOCE01168
1169,SRS-XB13,audio,311000,3.5,ABCDigital,SONAU01169
1170,Realme GT 3,celular,288000,2.8,Paris.cl,REACE01170
1171,Amazon Lite 62,tablet,603000,3.8,ABCDigital,AMATA01171
1172,Insta360 EOS 26,camara,1428000,4.3,ABCDigital,INSCA01172
1173,ThinkPad X1,laptop,689000,3.3,Paris.cl,LENLA01173
1174,Xiaomi Tab 31,tablet,381000,3.1,Falabella,XIATA01174
1175,Galaxy A34,celular,799000,3.5,Paris.cl,SAMCE01175
1176,Apple Lite 96,smartwatch,140000,4.2,OutletCL,APPSM01176
1177,Tecno Spark 10,celular,764000,4.7,Ripley,TECCE01177
1178,4T-C,tv,366000,4.3,Falabella,SHATV01178
1179,Predator Helios,laptop,2269000,4.8,Paris,ACELA01179
1180,Polar Active 95,smartwatch,418000,4.0,La Polar,POLSM01180
1181,OLED C3,tv,1561000,2.5,La Polar,LGTV01181
1182,Huawei Tab 11,tablet,323000,3.2,Paris,HUATA01182
1183,Whirlpool Pro 95,electrohogar,448000,3.2,Falabella,WHIEL01183
1184,Amazon 11 70,tablet,85000,4.5,Ripley,AMATA01184
1185,Realme 11,celular,1176000,4.1,Falabella,REACE01185
1186,Mabe Smart 43,electrohogar,805000,4.8,SóloParaTi,MABEL01186
1187,OnePlus CE 3 Lite,celular,1035000,3.8,Falabella,ONECE01187
1188,Gaming TV,tv,631000,3.6,MercadoLibre Chile,AOCTV01188
1189,The Frame,tv,291000,4.9,Paris.cl,SAMTV01189
1190,Suunto 2024 80,smartwatch,165000,2.8,MercadoLibre Chile,SUUSM01190
1191,TCL Tab 55,tablet,147000,4.2,ABCDigital,TCLTA01191
1192,Galaxy S23,celular,345000,4.1,La Polar,SAMCE01192
1193,Find X6,celular,970000,4.0,Falabella,OPPCE01193
1194,Katana 15,laptop,2453000,3.7,Ripley,MSILA01194
1195,Philips Pro 13,electrohogar,968000,3.2,Hites,PHIEL01195
1196,C645,tv,780000,3.8,Hites,TCLTV01196
1197,Hesh Evo,audio,336000,4.1,OutletCL,SKUAU01197
1198,GoPro Lumix 61,camara,695000,4.5,La Polar,GOPCA01198
1199,Summit E16,laptop,2036000,4.7,Falabella,MSILA01199
1200,QuietComfort Earbuds,audio,221000,3.4,ABCDigital,BOSAU01200
1201,Fossil Pro 33,smartwatch,428000,3.1,La Polar,FOSSM01201
1202,Oster Plus 51,electrohogar,1098000,3.5,OutletCL,OSTEL01202
1203,Garmin Lite 90,smartwatch,69000,3.5,SóloParaTi,GARSM01203
1204,Indy Evo,audio,281000,4.4,PC Factory,SKUAU01204
1205,Fitbit Watch 36,smartwatch,251000,3.2,MercadoLibre Chile,FITSM01205
1206,Surface Laptop 5,laptop,470000,3.5,Paris.cl,MICLA01206
1207,LG Smart 17,electrohogar,71000,4.0,Paris.cl,LGEL01207
1208,Smart TV,tv,700000,4.7,La Polar,AOCTV01208
1209,TCL Lite 62,tablet,497000,4.2,ABCDigital,TCLTA01209
1210,Insta360 Alpha 72,camara,443000,2.5,Hites,INSCA01210
1211,OnePlus 12,celular,382000,2.9,PC Factory,ONECE01211
1212,Xiaomi Tab 60,tablet,744000,2.6,MercadoLibre Chile,XIATA01212
1213,Huawei Lite 94,tablet,642000,2.8,MercadoLibre Chile,HUATA01213
1214,Samsung 11 36,tablet,169000,4.7,Hites,SAMTA01214
1215,Tecno Pova 5,celular,866000,4.5,Paris.cl,TECCE01215
1216,Oster Deluxe 16,electrohogar,295000,3.2,TiendaElectro,OSTEL01216
1217,HD 450BT,audio,25000,3.7,ABCDigital,SENAU01217
1218,MacBook Air M2,laptop,2133000,3.8,OutletCL,APPLA01218
1219,Legion 5,laptop,789000,3.3,OutletCL,LENLA01219
1220,Bravia X90,tv,358000,4.5,PC Factory,SONTV01220
1221,Smart TV,tv,432000,3.1,Ripley,PANTV01221
1222,TUF Gaming,laptop,1323000,2.9,Ripley,ASULA01222
1223,Bravia A95,tv,1138000,4.7,ABCDigital,SONTV01223
1224,PUS8506,tv,1033000,3.4,La Polar,PHITV01224
1225,Microsoft Pad 76,tablet,94000,3.1,La Polar,MICTA01225
1226,VIERA MX800,tv,887000,4.3,Hites,PANTV01226
1227,Redmi 12,celular,636000,5.0,Paris.cl,XIACE01227
1228,Prestige 14,laptop,1217000,4.5,Paris,MSILA01228
1229,Bravia X80,tv,325000,2.8,OutletCL,SONTV01229
1230,Soundcore Space,audio,43000,4.0,Hites,ANKAU01230
1231,VivoBook 15,laptop,581000,4.5,OutletCL,ASULA01231
1232,Panasonic Coolpix 85,camara,508000,2.5,SóloParaTi,PANCA01232
1233,A6H,tv,1400000,4.8,Ripley,HISTV01233
1234,Garmin Active 22,smartwatch,136000,3.4,PC Factory,GARSM01234
1235,Envy x360,laptop,1144000,3.4,TiendaElectro,HPLA01235
1236,Vivo V29,celular,425000,3.7,La Polar,VIVCE01236
1237,Olympus EOS 72,camara,106000,4.3,PC Factory,OLYCA01237
1238,ATH-M50x,audio,267000,4.5,La Polar,AUDAU01238
1239,ProBook,laptop,2320000,2.9,La Polar,HPLA01239
1240,Major IV,audio,173000,2.7,Hites,MARAU01240
1241,TCL Lite 79,tablet,210000,3.7,MercadoLibre Chile,TCLTA01241
1242,Tecno Pova 5,celular,1096000,4.7,La Polar,TECCE01242
1243,Amazon 11 90,tablet,267000,4.5,SóloParaTi,AMATA01243
1244,Oster Smart 27,electrohogar,677000,4.8,TiendaElectro,OSTEL01244
1245,P735,tv,896000,3.7,La Polar,TCLTV01245
1246,QuietComfort 45,audio,385000,4.8,Falabella,BOSAU01246
1247,Apple 10 95,tablet,523000,4.0,TiendaElectro,APPTA01247
1248,Polaroid Coolpix 21,camara,1665000,4.3,Paris.cl,POLCA01248
1249,Tecno Camon 20,celular,142000,5.0,PC Factory,TECCE01249
1250,KitchenAid Pro 95,electrohogar,425000,3.1,Paris.cl,KITEL01250
1251,Live Pro 2,audio,261000,3.2,Paris,JBLAU01251
1252,QLED Q80,tv,855000,3.8,Falabella,SAMTV01252
1253,Tecno Camon 20,celular,189000,2.7,ABCDigital,TECCE01253
1254,Tecno Pova 5,celular,437000,2.9,TiendaElectro,TECCE01254
1255,Black+Decker Deluxe 44,electrohogar,787000,2.5,OutletCL,BLAEL01255
1256,Apple 10 13,tablet,139000,3.1,OutletCL,APPTA01256
1257,MOMENTUM 4,audio,237000,4.4,Paris.cl,SENAU01257
1258,Inspiron 15,laptop,1113000,3.2,Paris.cl,DELLA01258
1259,MateBook X Pro,laptop,406000,3.1,ABCDigital,HUALA01259
1260,A98,celular,447000,3.6,Hites,OPPCE01260
1261,LG Pro 61,electrohogar,325000,2.8,Falabella,LGEL01261
1262,OnePlus Nord 3,celular,248000,4.7,Paris,ONECE01262
1263,Ninja Deluxe 67,electrohogar,883000,4.9,Hites,NINEL01263
1264,Panasonic EOS 11,camara,763000,4.4,ABCDigital,PANCA01264
1265,UK4,tv,1237000,3.7,MercadoLibre Chile,TOSTV01265
1266,Soundcore Motion,audio,336000,3.5,ABCDigital,ANKAU01266
1267,Black+Decker 2024 40,electrohogar,1183000,3.6,OutletCL,BLAEL01267
1268,GoPro Coolpix 17,camara,727000,4.4,PC Factory,GOPCA01268
1269,Fossil 2024 92,smartwatch,435000,4.1,Falabella,FOSSM01269
1270,MacBook Air M2,laptop,713000,2.9,Ripley,APPLA01270
1271,SoundSport,audio,42000,3.1,Paris.cl,BOSAU01271
1272,Polar Pro 10,smartwatch,393000,3.2,Hites,POLSM01272
1273,Kodak HERO 68,camara,970000,3.3,OutletCL,KODCA01273
1274,Realme Tab 41,tablet,126000,3.7,OutletCL,REATA01274
1275,Nikon HERO 62,camara,813000,4.4,Ripley,NIKCA01275
1276,Realme Lite 55,tablet,135000,4.1,PC Factory,REATA01276
1277,WF-1000XM5,audio,389000,2.6,SóloParaTi,SONAU01277
1278,Suunto Pro 63,smartwatch,297000,3.0,ABCDigital,SUUSM01278
1279,QuietComfort 45,audio,197000,3.9,PC Factory,BOSAU01279
1280,Galaxy F54,celular,987000,2.9,Paris.cl,SAMCE01280
1281,C735,tv,548000,3.3,Ripley,TCLTV01281
1282,Amazfit Lite 62,smartwatch,302000,3.0,Hites,AMASM01282
1283,Aura Studio 3,audio,119000,3.8,MercadoLibre Chile,HARAU01283
1284,Xiaomi Watch 4,smartwatch,388000,3.4,Falabella,XIASM01284
1285,Huawei Lite 22,smartwatch,311000,3.8,La Polar,HUASM01285
1286,Vivo V29,celular,840000,3.4,Paris.cl,VIVCE01286
1287,VivoBook 15,laptop,2359000,4.2,TiendaElectro,ASULA01287
1288,QNED 80,tv,598000,2.8,Hites,LGTV01288
1289,Samsung 11 48,tablet,194000,4.6,Hites,SAMTA01289
1290,Amazfit Active 47,smartwatch,60000,2.5,PC Factory,AMASM01290
1291,Insta360 EOS 65,camara,685000,4.5,OutletCL,INSCA01291
1292,Summit E16,laptop,970000,4.1,MercadoLibre Chile,MSILA01292
1293,Oster Pro 22,electrohogar,383000,4.4,La Polar,OSTEL01293
1294,WH-CH720N,audio,52000,2.9,PC Factory,SONAU01294
1295,Fitbit 2024 9,smartwatch,273000,4.6,SóloParaTi,FITSM01295
1296,Swift 3,laptop,607000,4.0,Paris,ACELA01296
1297,Samsung Pro 19,electrohogar,73000,3.7,Falabella,SAMEL01297
1298,Galaxy A54,celular,1130000,2.7,Falabella,SAMCE01298
1299,Galaxy Book3,laptop,1401000,3.9,Paris.cl,SAMLA01299
1300,Insta360 EOS 80,camara,1495000,3.5,Ripley,INSCA01300
1301,Galaxy Book2 Pro,laptop,586000,3.8,La Polar,SAMLA01301
1302,Find X6,celular,595000,3.1,OutletCL,OPPCE01302
1303,Fossil 2024 69,smartwatch,306000,4.1,Ripley,FOSSM01303
1304,Aspire 5,laptop,1660000,2.5,PC Factory,ACELA01304
1305,Oster 2024 3,electrohogar,174000,3.8,Paris,OSTEL01305
1306,Kodak HERO 64,camara,719000,3.0,Falabella,KODCA01306
1307,Fly TWS,audio,177000,3.8,Paris.cl,HARAU01307
1308,Crosshair 17,laptop,753000,4.5,SóloParaTi,MSILA01308
1309,Moto G14,celular,812000,2.7,Falabella,MOTCE01309
1310,Realme Lite 58,tablet,373000,3.6,MercadoLibre Chile,REATA01310
1311,Fitbit Lite 32,smartwatch,95000,2.7,MercadoLibre Chile,FITSM01311
1312,Fossil Active 99,smartwatch,282000,4.5,Hites,FOSSM01312
1313,Canon EOS 92,camara,514000,4.0,Paris,CANCA01313
1314,iPhone 15,celular,472000,3.6,MercadoLibre Chile,APPCE01314
1315,Olympus HERO 69,camara,1610000,4.8,Hites,OLYCA01315
1316,Black+Decker Pro 60,electrohogar,281000,4.1,Paris.cl,BLAEL01316
1317,Garmin Watch 15,smartwatch,390000,4.5,Paris.cl,GARSM01317
1318,A6H,tv,207000,4.4,MercadoLibre Chile,HISTV01318
1319,Galaxy A34,celular,1038000,3.7,Falabella,SAMCE01319
1320,Microsoft Pad 62,tablet,424000,3.1,TiendaElectro,MICTA01320
1321,Apple Active 69,smartwatch,330000,3.4,TiendaElectro,APPSM01321
1322,Garmin Lite 12,smartwatch,409000,2.9,PC Factory,GARSM01322
1323,Samsung Active 80,smartwatch,145000,2.7,Hites,SAMSM01323
1324,Lenovo Lite 92,tablet,679000,3.8,ABCDigital,LENTA01324
1325,PUS8506,tv,904000,3.7,Paris,PHITV01325
1326,ROG Strix,laptop,236000,2.5,SóloParaTi,ASULA01326
1327,Panasonic HERO 92,camara,1013000,3.5,Paris,PANCA01327
1328,Microsoft Tab 3,tablet,739000,3.5,Hites,MICTA01328
1329,Xiaomi Lite 1,tablet,249000,3.6,ABCDigital,XIATA01329
1330,Philips Plus 55,electrohogar,1066000,4.6,TiendaElectro,PHIEL01330
1331,Ambient Light,tv,1535000,4.5,La Polar,PHITV01331
1332,QuietComfort Earbuds,audio,249000,3.3,Paris,BOSAU01332
1333,Fossil Watch 29,smartwatch,372000,4.0,Paris.cl,FOSSM01333
1334,Apple Lite 99,smartwatch,306000,4.9,MercadoLibre Chile,APPSM01334
1335,Emberton II,audio,184000,3.9,SóloParaTi,MARAU01335
1336,LG 2024 68,electrohogar,577000,2.8,Falabella,LGEL01336
1337,Studio Buds,audio,162000,2.9,OutletCL,BEAAU01337
1338,ATH-M50x,audio,76000,3.8,MercadoLibre Chile,AUDAU01338
1339,Philips Deluxe 34,electrohogar,41000,3.7,Hites,PHIEL01339
1340,Microsoft Lite 44,tablet,791000,4.7,MercadoLibre Chile,MICTA01340
1341,LG 2024 60,electrohogar,582000,4.4,SóloParaTi,LGEL01341
1342,Fujifilm EOS 7,camara,1965000,4.0,MercadoLibre Chile,FUJCA01342
1343,Polar Watch 48,smartwatch,284000,4.0,Paris,POLSM01343
1344,Xiaomi 10 6,tablet,574000,4.2,PC Factory,XIATA01344
1345,Ninja Smart 55,electrohogar,808000,2.6,La Polar,NINEL01345
1346,Huawei 10 7,tablet,619000,4.2,Paris,HUATA01346
1347,Fossil 2024 30,smartwatch,112000,2.8,Paris.cl,FOSSM01347
1348,TCL Tab 96,tablet,598000,3.6,La Polar,TCLTA01348
1349,QuietComfort Earbuds,audio,229000,4.3,Paris,BOSAU01349
1350,TCL 11 8,tablet,718000,4.7,Falabella,TCLTA01350
1351,Pixel 8 Pro,celular,854000,4.8,TiendaElectro,GOOCE01351
1352,Mabe 2024 77,electrohogar,886000,2.7,TiendaElectro,MABEL01352
1353,Nitro 5,laptop,315000,4.8,ABCDigital,ACELA01353
1354,Apple 2024 96,smartwatch,172000,3.5,TiendaElectro,APPSM01354
1355,Canon EOS 53,camara,453000,3.2,SóloParaTi,CANCA01355
1356,Nikon HERO 14,camara,1945000,5.0,PC Factory,NIKCA01356
1357,Redmi 12,celular,919000,2.8,PC Factory,XIACE01357
1358,Apple 10 28,tablet,267000,3.6,TiendaElectro,APPTA01358
1359,WH-CH720N,audio,304000,3.5,PC Factory,SONAU01359
1360,Pixel 8,celular,1062000,4.5,OutletCL,GOOCE01360
1361,Canon HERO 14,camara,382000,3.7,PC Factory,CANCA01361
1362,Insta360 Alpha 81,camara,1583000,4.6,ABCDigital,INSCA01362
1363,Fujifilm Lumix 45,camara,987000,2.9,SóloParaTi,FUJCA01363
1364,Realme Narzo 60,celular,271000,3.6,SóloParaTi,REACE01364
1365,The One,tv,995000,4.1,Ripley,PHITV01365
1366,Pixel 6a,celular,1129000,2.7,Paris.cl,GOOCE01366
1367,Indy Evo,audio,366000,4.7,Falabella,SKUAU01367
1368,iPhone 15,celular,468000,3.1,ABCDigital,APPCE01368
1369,Vivo T2,celular,949000,4.2,Hites,VIVCE01369
1370,Mabe 2024 68,electrohogar,1025000,5.0,PC Factory,MABEL01370
1371,Lenovo Tab 90,tablet,724000,2.5,PC Factory,LENTA01371
1372,Charge 5,audio,57000,4.6,Ripley,JBLAU01372
1373,Huawei Tab 21,tablet,526000,4.2,ABCDigital,HUATA01373
1374,Nikon Alpha 59,camara,1292000,2.7,TiendaElectro,NIKCA01374
1375,Xiaomi Watch 12,smartwatch,286000,2.9,Ripley,XIASM01375
1376,Inspiron 15,laptop,587000,4.7,Ripley,DELLA01376
1377,OLED G3,tv,1508000,3.0,SóloParaTi,LGTV01377
1378,QuietComfort Earbuds,audio,365000,4.2,Paris.cl,BOSAU01378
1379,Aspire 5,laptop,801000,4.9,Falabella,ACELA01379
1380,Realme 11 75,tablet,100000,4.2,Falabella,REATA01380
1381,Canon Coolpix 1,camara,1583000,4.8,PC Factory,CANCA01381
1382,Envy x360,laptop,1653000,4.3,MercadoLibre Chile,HPLA01382
1383,NanoCell 75,tv,1432000,2.8,La Polar,LGTV01383
1384,MacBook Air M1,laptop,1078000,2.9,PC Factory,APPLA01384
1385,Vivo T2,celular,880000,4.8,OutletCL,VIVCE01385
1386,Alcatel Tab 79,tablet,332000,2.8,MercadoLibre Chile,ALCTA01386
1387,Lenovo Pad 45,tablet,495000,2.6,Ripley,LENTA01387
1388,Lenovo 11 40,tablet,575000,3.0,Hites,LENTA01388
1389,Xiaomi Active 31,smartwatch,167000,3.7,Paris.cl,XIASM01389
1390,Pavilion 15,laptop,1830000,3.9,Hites,HPLA01390
1391,OnePlus 11,celular,1129000,2.6,TiendaElectro,ONECE01391
1392,ATH-CKS50,audio,27000,3.0,PC Factory,AUDAU01392
1393,Mi 13 Lite,celular,208000,4.2,Hites,XIACE01393
1394,Galaxy Book2 Pro,laptop,2186000,4.4,ABCDigital,SAMLA01394
1395,ExpertBook,laptop,2117000,3.9,Paris,ASULA01395
1396,Fly TWS,audio,298000,4.2,OutletCL,HARAU01396
1397,Onyx Studio 7,audio,356000,2.9,Paris,HARAU01397
1398,OnePlus Nord 3,celular,946000,2.9,Paris.cl,ONECE01398
1399,Samsung Lite 47,tablet,587000,4.3,TiendaElectro,SAMTA01399
1400,Reno 11,celular,799000,4.9,SóloParaTi,OPPCE01400
1401,Hamilton Beach Pro 83,electrohogar,511000,2.9,Hites,HAMEL01401
1402,QuietComfort Earbuds,audio,243000,2.8,Paris.cl,BOSAU01402
1403,Studio Pro,audio,377000,3.7,TiendaElectro,BEAAU01403
1404,Panasonic Lumix 14,camara,205000,4.1,MercadoLibre Chile,PANCA01404
1405,iPhone 15 Pro,celular,374000,4.2,Hites,APPCE01405
1406,Z870,tv,1311000,4.3,Hites,TOSTV01406
1407,Indy Evo,audio,262000,3.5,Paris.cl,SKUAU01407
1408,Mabe Deluxe 37,electrohogar,833000,3.8,Paris.cl,MABEL01408
1409,Lenovo Lite 85,tablet,427000,3.5,Falabella,LENTA01409
1410,Emberton II,audio,380000,2.5,SóloParaTi,MARAU01410
1411,Mabe Plus 22,electrohogar,547000,2.6,TiendaElectro,MABEL01411
1412,KitchenAid Deluxe 14,electrohogar,916000,2.7,SóloParaTi,KITEL01412
1413,Panasonic Alpha 97,camara,361000,4.1,Paris.cl,PANCA01413
1414,Redmi Note 12 Pro,celular,775000,3.3,TiendaElectro,XIACE01414
1415,HD 450BT,audio,116000,3.5,La Polar,SENAU01415
1416,Apple Active 71,smartwatch,50000,4.5,MercadoLibre Chile,APPSM01416
1417,Reno 11,celular,146000,3.9,La Polar,OPPCE01417
1418,Microsoft Pad 16,tablet,751000,3.8,Falabella,MICTA01418
1419,Fly TWS,audio,212000,4.6,Falabella,HARAU01419
1420,Polaroid Lumix 98,camara,1009000,3.5,Hites,POLCA01420
1421,Hamilton Beach 2024 30,electrohogar,251000,2.7,Paris,HAMEL01421
1422,Polar Active 68,smartwatch,342000,3.1,TiendaElectro,POLSM01422
1423,Huawei Lite 82,tablet,287000,2.5,Falabella,HUATA01423
1424,Smart TV,tv,1798000,2.6,TiendaElectro,SHATV01424
1425,Crusher Evo,audio,41000,3.0,Hites,SKUAU01425
1426,Garmin Watch 5,smartwatch,350000,4.2,Paris,GARSM01426
1427,Apple 11 13,tablet,601000,4.7,Ripley,APPTA01427
1428,Insta360 HERO 70,camara,720000,3.1,Paris,INSCA01428
1429,Lenovo Pad 60,tablet,744000,4.4,La Polar,LENTA01429
1430,Amazon 10 96,tablet,713000,3.4,MercadoLibre Chile,AMATA01430
1431,VIERA MX800,tv,1690000,3.5,TiendaElectro,PANTV01431
1432,Amazfit Pro 86,smartwatch,108000,3.9,Hites,AMASM01432
